source,target,approximate,no map,combination,scenario,choice list,target_descriptions,source_descriptions
01313,A171,1,0,0,0,0,Meningeal tuberculoma,"Tuberculoma of meninges, tubercle bacilli found (in sputum) by microscopy"
01314,A171,1,0,0,0,0,Meningeal tuberculoma,"Tuberculoma of meninges, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01315,A171,1,0,0,0,0,Meningeal tuberculoma,"Tuberculoma of meninges, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01316,A171,1,0,0,0,0,Meningeal tuberculoma,"Tuberculoma of meninges, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01320,A1781,1,0,0,0,0,Tuberculoma of brain and spinal cord,"Tuberculoma of brain, unspecified"
01321,A1781,1,0,0,0,0,Tuberculoma of brain and spinal cord,"Tuberculoma of brain, bacteriological or histological examination not done"
01322,A1781,1,0,0,0,0,Tuberculoma of brain and spinal cord,"Tuberculoma of brain, bacteriological or histological examination unknown (at present)"
01323,A1781,1,0,0,0,0,Tuberculoma of brain and spinal cord,"Tuberculoma of brain, tubercle bacilli found (in sputum) by microscopy"
01324,A1781,1,0,0,0,0,Tuberculoma of brain and spinal cord,"Tuberculoma of brain, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01325,A1781,1,0,0,0,0,Tuberculoma of brain and spinal cord,"Tuberculoma of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01326,A1781,1,0,0,0,0,Tuberculoma of brain and spinal cord,"Tuberculoma of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01330,A1781,1,0,0,0,0,Tuberculoma of brain and spinal cord,"Tuberculous abscess of brain, unspecified"
01331,A1781,1,0,0,0,0,Tuberculoma of brain and spinal cord,"Tuberculous abscess of brain, bacteriological or histological examination not done"
01332,A1781,1,0,0,0,0,Tuberculoma of brain and spinal cord,"Tuberculous abscess of brain, bacteriological or histological examination unknown (at present)"
01333,A1781,1,0,0,0,0,Tuberculoma of brain and spinal cord,"Tuberculous abscess of brain, tubercle bacilli found (in sputum) by microscopy"
01334,A1781,1,0,0,0,0,Tuberculoma of brain and spinal cord,"Tuberculous abscess of brain, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01335,A1781,1,0,0,0,0,Tuberculoma of brain and spinal cord,"Tuberculous abscess of brain, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01336,A1781,1,0,0,0,0,Tuberculoma of brain and spinal cord,"Tuberculous abscess of brain, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01340,A1781,1,0,0,0,0,Tuberculoma of brain and spinal cord,"Tuberculoma of spinal cord, unspecified"
01341,A1781,1,0,0,0,0,Tuberculoma of brain and spinal cord,"Tuberculoma of spinal cord, bacteriological or histological examination not done"
01342,A1781,1,0,0,0,0,Tuberculoma of brain and spinal cord,"Tuberculoma of spinal cord, bacteriological or histological examination unknown (at present)"
01343,A1781,1,0,0,0,0,Tuberculoma of brain and spinal cord,"Tuberculoma of spinal cord, tubercle bacilli found (in sputum) by microscopy"
01344,A1781,1,0,0,0,0,Tuberculoma of brain and spinal cord,"Tuberculoma of spinal cord, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01345,A1781,1,0,0,0,0,Tuberculoma of brain and spinal cord,"Tuberculoma of spinal cord, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01346,A1781,1,0,0,0,0,Tuberculoma of brain and spinal cord,"Tuberculoma of spinal cord, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01350,A1781,1,0,0,0,0,Tuberculoma of brain and spinal cord,"Tuberculous abscess of spinal cord, unspecified"
01351,A1781,1,0,0,0,0,Tuberculoma of brain and spinal cord,"Tuberculous abscess of spinal cord, bacteriological or histological examination not done"
01352,A1781,1,0,0,0,0,Tuberculoma of brain and spinal cord,"Tuberculous abscess of spinal cord, bacteriological or histological examination unknown (at present)"
01353,A1781,1,0,0,0,0,Tuberculoma of brain and spinal cord,"Tuberculous abscess of spinal cord, tubercle bacilli found (in sputum) by microscopy"
01354,A1781,1,0,0,0,0,Tuberculoma of brain and spinal cord,"Tuberculous abscess of spinal cord, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01355,A1781,1,0,0,0,0,Tuberculoma of brain and spinal cord,"Tuberculous abscess of spinal cord, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01356,A1781,1,0,0,0,0,Tuberculoma of brain and spinal cord,"Tuberculous abscess of spinal cord, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01360,A1782,1,0,0,0,0,Tuberculous meningoencephalitis,"Tuberculous encephalitis or myelitis, unspecified"
01361,A1782,1,0,0,0,0,Tuberculous meningoencephalitis,"Tuberculous encephalitis or myelitis, bacteriological or histological examination not done"
01362,A1782,1,0,0,0,0,Tuberculous meningoencephalitis,"Tuberculous encephalitis or myelitis, bacteriological or histological examination unknown (at present)"
01363,A1782,1,0,0,0,0,Tuberculous meningoencephalitis,"Tuberculous encephalitis or myelitis, tubercle bacilli found (in sputum) by microscopy"
01364,A1782,1,0,0,0,0,Tuberculous meningoencephalitis,"Tuberculous encephalitis or myelitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01365,A1782,1,0,0,0,0,Tuberculous meningoencephalitis,"Tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01366,A1782,1,0,0,0,0,Tuberculous meningoencephalitis,"Tuberculous encephalitis or myelitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01380,A1789,1,0,0,0,0,Other tuberculosis of nervous system,"Other specified tuberculosis of central nervous system, unspecified"
01381,A1789,1,0,0,0,0,Other tuberculosis of nervous system,"Other specified tuberculosis of central nervous system, bacteriological or histological examination not done"
01382,A1789,1,0,0,0,0,Other tuberculosis of nervous system,"Other specified tuberculosis of central nervous system, bacteriological or histological examination unknown (at present)"
01383,A1789,1,0,0,0,0,Other tuberculosis of nervous system,"Other specified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy"
01384,A1789,1,0,0,0,0,Other tuberculosis of nervous system,"Other specified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01385,A1789,1,0,0,0,0,Other tuberculosis of nervous system,"Other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01386,A1789,1,0,0,0,0,Other tuberculosis of nervous system,"Other specified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01390,A179,1,0,0,0,0,"Tuberculosis of nervous system, unspecified","Unspecified tuberculosis of central nervous system, unspecified"
01391,A179,1,0,0,0,0,"Tuberculosis of nervous system, unspecified","Unspecified tuberculosis of central nervous system, bacteriological or histological examination not done"
01392,A179,1,0,0,0,0,"Tuberculosis of nervous system, unspecified","Unspecified tuberculosis of central nervous system, bacteriological or histological examination unknown (at present)"
01393,A179,1,0,0,0,0,"Tuberculosis of nervous system, unspecified","Unspecified tuberculosis of central nervous system, tubercle bacilli found (in sputum) by microscopy"
01394,A179,1,0,0,0,0,"Tuberculosis of nervous system, unspecified","Unspecified tuberculosis of central nervous system, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01395,A179,1,0,0,0,0,"Tuberculosis of nervous system, unspecified","Unspecified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01396,A179,1,0,0,0,0,"Tuberculosis of nervous system, unspecified","Unspecified tuberculosis of central nervous system, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01400,A1831,1,0,0,0,0,Tuberculous peritonitis,"Tuberculous peritonitis, unspecified"
01401,A1831,1,0,0,0,0,Tuberculous peritonitis,"Tuberculous peritonitis, bacteriological or histological examination not done"
01402,A1831,1,0,0,0,0,Tuberculous peritonitis,"Tuberculous peritonitis, bacteriological or histological examination unknown (at present)"
01403,A1831,1,0,0,0,0,Tuberculous peritonitis,"Tuberculous peritonitis, tubercle bacilli found (in sputum) by microscopy"
01404,A1831,1,0,0,0,0,Tuberculous peritonitis,"Tuberculous peritonitis, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01405,A1831,1,0,0,0,0,Tuberculous peritonitis,"Tuberculous peritonitis, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01406,A1831,1,0,0,0,0,Tuberculous peritonitis,"Tuberculous peritonitis, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01480,A1832,1,0,0,0,0,Tuberculous enteritis,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, unspecified"
01480,A1839,1,0,0,0,0,Retroperitoneal tuberculosis,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, unspecified"
01481,A1832,1,0,0,0,0,Tuberculous enteritis,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, bacteriological or histological examination not done"
01481,A1839,1,0,0,0,0,Retroperitoneal tuberculosis,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, bacteriological or histological examination not done"
01482,A1832,1,0,0,0,0,Tuberculous enteritis,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, bacteriological or histological examination unknown (at present)"
01482,A1839,1,0,0,0,0,Retroperitoneal tuberculosis,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, bacteriological or histological examination unknown (at present)"
01483,A1832,1,0,0,0,0,Tuberculous enteritis,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli found (in sputum) by microscopy"
01483,A1839,1,0,0,0,0,Retroperitoneal tuberculosis,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli found (in sputum) by microscopy"
01484,A1832,1,0,0,0,0,Tuberculous enteritis,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01484,A1839,1,0,0,0,0,Retroperitoneal tuberculosis,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01485,A1832,1,0,0,0,0,Tuberculous enteritis,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01485,A1839,1,0,0,0,0,Retroperitoneal tuberculosis,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01486,A1832,1,0,0,0,0,Tuberculous enteritis,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01486,A1839,1,0,0,0,0,Retroperitoneal tuberculosis,"Other tuberculosis of intestines, peritoneum, and mesenteric glands, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01500,A1801,1,0,0,0,0,Tuberculosis of spine,"Tuberculosis of vertebral column, unspecified"
01501,A1801,1,0,0,0,0,Tuberculosis of spine,"Tuberculosis of vertebral column, bacteriological or histological examination not done"
01502,A1801,1,0,0,0,0,Tuberculosis of spine,"Tuberculosis of vertebral column, bacteriological or histological examination unknown (at present)"
01503,A1801,1,0,0,0,0,Tuberculosis of spine,"Tuberculosis of vertebral column, tubercle bacilli found (in sputum) by microscopy"
01504,A1801,1,0,0,0,0,Tuberculosis of spine,"Tuberculosis of vertebral column, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01505,A1801,1,0,0,0,0,Tuberculosis of spine,"Tuberculosis of vertebral column, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01506,A1801,1,0,0,0,0,Tuberculosis of spine,"Tuberculosis of vertebral column, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
01510,A1802,1,0,0,0,0,Tuberculous arthritis of other joints,"Tuberculosis of hip, unspecified"
01511,A1802,1,0,0,0,0,Tuberculous arthritis of other joints,"Tuberculosis of hip, bacteriological or histological examination not done"
01512,A1802,1,0,0,0,0,Tuberculous arthritis of other joints,"Tuberculosis of hip, bacteriological or histological examination unknown (at present)"
01513,A1802,1,0,0,0,0,Tuberculous arthritis of other joints,"Tuberculosis of hip, tubercle bacilli found (in sputum) by microscopy"
01514,A1802,1,0,0,0,0,Tuberculous arthritis of other joints,"Tuberculosis of hip, tubercle bacilli not found (in sputum) by microscopy, but found by bacterial culture"
01515,A1802,1,0,0,0,0,Tuberculous arthritis of other joints,"Tuberculosis of hip, tubercle bacilli not found by bacteriological examination, but tuberculosis confirmed histologically"
01516,A1802,1,0,0,0,0,Tuberculous arthritis of other joints,"Tuberculosis of hip, tubercle bacilli not found by bacteriological or histological examination, but tuberculosis confirmed by other methods [inoculation of animals]"
